UF,Sexo,Idade,Raca,Anos de Estudo,Renda,Altura
29,Masculino,82,Branco,7,1000,1.878.423.858
29,Masculino,54,Negro,5,420,1.818.440.938
29,Feminino,72,Negro,3,100,1.577.658.838
29,Masculino,36,Pardo,7,600,1.709.301.004
29,Masculino,40,Negro,5,788,174.678.497
29,Feminino,42,Negro,4,0,1.672.951.883
29,Masculino,46,Negro,1,700,1.665.565.807
29,Masculino,61,Negro,1,0,1.687.741.579
29,Masculino,40,Pardo,1,0,1.536.026.838
29,Feminino,24,Pardo,11,0,169.540.814
29,Masculino,63,Negro,1,0,1.761.186.509
29,Masculino,53,Pardo,4,0,1.607.793.628
29,Masculino,59,Negro,3,450,1.722.562.037
29,Masculino,52,Negro,3,60,1.566.607.409
29,Masculino,38,Negro,1,0,1.754.242.449
29,Feminino,67,Branco,1,0,1.579.351.171
29,Feminino,57,Pardo,9,320,1.659.343.316
29,Feminino,44,Pardo,12,200,172.394.988
29,Masculino,35,Branco,8,950,1.707.009.824
29,Feminino,68,Pardo,6,0,167.124.372
29,Masculino,63,Branco,4,500,1.661.449.825
29,Masculino,43,Pardo,9,400,1.828.735.608
29,Masculino,62,Negro,5,280,1.611.536.392
29,Feminino,33,Negro,12,788,1.675.809.017
29,Masculino,26,Branco,11,950,1.694.251.839
29,Masculino,35,Branco,9,500,1.824.655.048
29,Masculino,38,Negro,12,788,1.585.103.212
29,Masculino,31,Branco,9,500,176.406.262
29,Masculino,65,Branco,7,500,1.651.156.439
29,Masculino,29,Branco,9,400,1.782.614.517
29,Masculino,47,Negro,12,1100,1.748.641.319
29,Masculino,68,Negro,1,0,1.593.938.732
29,Feminino,77,Negro,1,0,1.761.687.286
29,Masculino,79,Branco,1,0,1.690.688.997
29,Masculino,73,Negro,1,0,1.646.308.965
29,Masculino,70,Branco,1,0,1.592.734.027
29,Feminino,74,Negro,1,0,181.238.792
29,Masculino,57,Negro,5,0,1.797.884.742
29,Masculino,38,Negro,2,640,1.671.577.954
29,Masculino,53,Branco,5,600,1.716.093.485
29,Feminino,84,Negro,1,0,1.704.469.914
29,Feminino,44,Negro,12,0,1.752.507.655
29,Masculino,51,Pardo,3,0,1.741.315.401
29,Masculino,48,Branco,2,0,1.643.579.603
29,Masculino,50,Negro,1,0,168.304.124
29,Masculino,40,Negro,6,0,1.660.808.679
29,Masculino,64,Negro,4,0,167.847.492
29,Masculino,46,Branco,11,500,1.769.315.537
29,Masculino,49,Negro,3,0,1.770.565.582
29,Masculino,49,Negro,1,400,1.726.859.241
29,Masculino,28,Branco,12,788,1.682.322.234
29,Masculino,57,Negro,16,788,1.631.794.423
29,Masculino,40,Pardo,3,788,1.595.594.316
29,Masculino,29,Branco,9,200,1.612.301.562
29,Masculino,43,Negro,11,400,1.614.895.927
29,Feminino,48,Negro,8,65,1.600.097.669
29,Masculino,35,Negro,4,854,1.686.711.931
29,Masculino,33,Pardo,1,0,1.762.401.776
29,Masculino,49,Branco,1,0,1.702.337.765
29,Masculino,53,Negro,1,0,1.685.200.181
29,Masculino,68,Branco,1,0,1.646.953.213
29,Masculino,63,Negro,1,0,1.731.817.376
29,Masculino,79,Negro,1,0,1.668.295.588
29,Masculino,48,Negro,1,1200,1.575.548.467
29,Masculino,46,Branco,11,0,1.746.861.421
29,Feminino,65,Negro,3,0,1.670.585.848
29,Masculino,54,Negro,3,0,1.786.760.452
29,Masculino,67,Branco,6,900,1.670.041.531
29,Masculino,34,Negro,12,788,1.722.136.976
29,Feminino,61,Negro,9,200,1.705.769.031
29,Masculino,51,Negro,12,900,1.755.190.321
29,Feminino,54,Branco,1,400,1.607.702.933
29,Feminino,48,Branco,13,800,1.669.110.867
29,Masculino,20,Branco,12,400,1.645.178.394
29,Masculino,39,Negro,12,788,163.028.867
29,Masculino,55,Negro,5,1500,1.751.899.462
29,Masculino,34,Negro,12,788,174.545.833
29,Feminino,32,Negro,12,1600,1.606.997.761
29,Masculino,36,Negro,12,800,1.607.786.566
29,Feminino,55,Negro,12,800,1.726.270.646
29,Masculino,30,Negro,6,788,1.723.742.584
29,Masculino,68,Negro,5,2500,1.646.213.632
29,Masculino,22,Negro,6,600,1.715.965.488
29,Masculino,36,Branco,1,600,1.753.924.621
29,Masculino,64,Negro,1,400,1.595.463.803
29,Feminino,38,Branco,8,350,1.658.985.599
29,Feminino,53,Negro,9,788,1.840.872.279
29,Masculino,43,Negro,1,600,1.640.617.461
29,Masculino,59,Negro,2,1000,1.809.930.495
29,Masculino,27,Negro,7,400,1.528.405.951
29,Feminino,20,Negro,5,0,1.560.566.827
29,Masculino,66,Branco,5,350,1.665.064.963
29,Feminino,69,Negro,2,0,1.774.135.582
29,Masculino,62,Negro,1,500,1.712.873.332
29,Feminino,52,Negro,1,300,1.677.285.926
29,Masculino,37,Negro,3,400,1.861.226.517
29,Masculino,72,Negro,5,70,164.451.271
29,Masculino,76,Negro,1,1300,1.641.666.686
29,Masculino,44,Negro,1,420,1.689.399.174
29,Feminino,75,Negro,1,0,1.680.329.804
29,Masculino,39,Branco,4,350,1.607.367.407
29,Feminino,51,Branco,8,400,1.779.119.531
29,Feminino,32,Negro,8,400,161.357.299
29,Masculino,40,Negro,6,1000,1.810.901.061
29,Masculino,74,Negro,1,1000,1.675.084.992
29,Masculino,51,Negro,1,1000,1.641.403.961
29,Feminino,57,Negro,11,100,1.700.120.251
29,Masculino,23,Branco,10,950,179.753.737
29,Masculino,40,Branco,3,350,171.357.004
29,Masculino,60,Negro,3,200,1.627.429.631
29,Feminino,22,Branco,6,400,1.723.352.894
29,Feminino,51,Negro,3,600,1.708.058.323
29,Masculino,69,Negro,1,600,1.815.116.598
29,Masculino,42,Pardo,2,788,1.773.367.347
29,Masculino,23,Branco,5,788,180.241.691
29,Masculino,90,Negro,1,0,179.444.028
29,Masculino,48,Negro,1,788,1.668.046.347
29,Masculino,40,Branco,4,166,1.650.265.697
29,Masculino,40,Branco,1,788,1.818.163.696
29,Masculino,74,Negro,1,0,1.759.101.435
29,Masculino,49,Pardo,2,788,1.713.567.505
29,Masculino,34,Negro,11,788,1.826.917.792
29,Masculino,23,Negro,2,788,1.572.574.413
29,Feminino,49,Negro,16,1720,1.548.745.953
29,Masculino,39,Negro,3,400,1.667.371.841
29,Masculino,68,Branco,6,2000,1.738.845.985
29,Feminino,41,Negro,5,788,1.694.266.567
29,Masculino,32,Negro,12,1014,1.657.808.824
29,Feminino,37,Negro,16,1000,1.606.160.028
29,Masculino,22,Negro,7,500,1.627.637.718
29,Feminino,55,Branco,6,788,1.760.357.414
29,Masculino,41,Negro,1,788,1.679.012.026
29,Masculino,30,Negro,13,660,1.649.207.089
29,Masculino,56,Pardo,1,450,159.588.652
29,Masculino,46,Branco,12,800,1.724.371.121
29,Masculino,64,Negro,1,1000,1.620.818.909
29,Masculino,41,Branco,2,788,1.631.666.212
29,Masculino,41,Branco,1,550,1.667.224.764
29,Masculino,43,Branco,9,920,1.787.900.458
29,Feminino,34,Negro,4,480,172.927.516
29,Masculino,19,Negro,3,600,1.577.106.136
29,Masculino,41,Branco,1,800,1.731.302.647
29,Masculino,39,Pardo,1,788,1.592.593.818
29,Masculino,44,Negro,1,200,1.694.120.926
29,Feminino,59,Negro,1,0,1.732.937.424
29,Masculino,62,Negro,1,20,1.660.718.172
29,Masculino,47,Branco,1,700,161.521.076
29,Masculino,38,Pardo,3,788,1.718.502.728
29,Feminino,45,Branco,1,200,1.656.010.663
29,Feminino,39,Branco,4,0,1.686.843.919
29,Feminino,49,Negro,16,2224,1.652.540.994
29,Masculino,32,Negro,9,788,167.002.423
29,Feminino,36,Negro,1,160,1.588.448.231
29,Feminino,37,Pardo,3,75,1.742.541.418
29,Masculino,65,Pardo,1,788,1.787.165.619
29,Masculino,45,Negro,11,6000,1.621.353.218
29,Feminino,45,Negro,4,150,1.787.428.594
29,Feminino,35,Negro,12,490,1.574.246.676
29,Feminino,42,Negro,5,240,1.784.477.056
29,Feminino,54,Negro,1,0,1.573.731.815
29,Feminino,57,Pardo,12,940,1.719.655.728
29,Masculino,48,Negro,1,240,1.721.563.626
29,Masculino,52,Branco,3,700,165.971.893
29,Feminino,40,Negro,1,310,1.699.832.688
29,Masculino,59,Pardo,2,133,1.681.934.975
29,Masculino,40,Negro,6,150,163.709.007
29,Masculino,29,Negro,9,788,1.788.111.887
29,Masculino,71,Negro,1,50,149.380.675
29,Masculino,66,Pardo,1,0,1.814.651.731
29,Masculino,33,Negro,9,500,1.832.158.644
29,Masculino,54,Pardo,5,788,1.665.849.125
29,Masculino,49,Pardo,1,420,176.071.126
29,Masculino,29,Negro,7,600,1.618.716.198
29,Masculino,25,Branco,5,500,1.739.670.646
29,Masculino,39,Negro,5,240,1.617.048.197
29,Masculino,48,Pardo,4,400,1.666.216.692
29,Masculino,41,Negro,3,80,1.606.046.281
29,Masculino,51,Branco,4,480,1.628.892.066
29,Masculino,44,Negro,12,1014,1.727.857.634
29,Masculino,56,Negro,5,1920,1.751.485.039
29,Masculino,69,Negro,1,416,1.642.057.561
29,Masculino,79,Negro,6,0,172.674.538
29,Masculino,39,Negro,5,480,1.719.127.974
29,Masculino,33,Negro,12,900,1.695.162.852
29,Feminino,40,Negro,1,60,1.799.818.631
29,Feminino,59,Branco,4,80,1.737.513.532
29,Masculino,51,Branco,1,800,1.709.066.054
29,Masculino,69,Pardo,1,83,1.794.675.105
29,Feminino,25,Negro,12,788,1.707.960.977
29,Masculino,55,Branco,1,33,1.689.295.464
29,Feminino,38,Pardo,12,180,1.729.745.677
29,Masculino,22,Branco,13,3000,1.771.863.705
29,Masculino,35,Branco,12,788,1.585.429.737
29,Feminino,34,Pardo,16,900,1.616.315.466
29,Masculino,52,Branco,16,6000,1.592.657.021
29,Masculino,42,Negro,4,1560,166.986.917
29,Masculino,35,Negro,10,800,1.660.535.891
29,Masculino,51,Negro,3,788,1.620.539.707
29,Feminino,57,Negro,3,100,1.544.268.492
29,Feminino,39,Negro,1,500,1.710.319.393
29,Masculino,54,Pardo,1,800,1.659.660.464
29,Masculino,57,Amarelo,9,4000,1.697.222.986
29,Feminino,56,Branco,1,30,1.681.952.876
29,Masculino,59,Pardo,4,280,1.731.014.816
29,Feminino,57,Negro,12,394,1.636.340.744
29,Feminino,64,Pardo,1,20,1.768.028.536
29,Masculino,32,Negro,9,788,1.706.237.806
29,Feminino,49,Branco,14,788,1.769.957.188
29,Feminino,38,Negro,12,788,1.649.013.921
29,Feminino,81,Branco,4,40,1.754.002.671
29,Feminino,43,Negro,12,788,187.270.023
29,Masculino,62,Pardo,12,1300,1.704.077.073
29,Masculino,31,Negro,9,30,1.679.406.489
29,Masculino,47,Pardo,5,788,1.655.982.594
29,Masculino,59,Branco,1,200,1.609.526.156
29,Masculino,37,Pardo,3,788,1.735.904.228
29,Masculino,46,Negro,1,50,1.773.114.497
29,Masculino,20,Branco,8,800,1.603.085.036
29,Feminino,67,Negro,3,10,1.765.516.271
29,Masculino,24,Pardo,10,150,1.695.804.124
29,Masculino,35,Branco,6,500,163.079.148
29,Feminino,47,Negro,16,2688,1.651.205.507
29,Masculino,34,Negro,1,400,1.827.299.859
29,Masculino,39,Negro,5,200,1.785.037.871
29,Feminino,54,Negro,16,5200,1.629.277.175
29,Feminino,51,Pardo,1,450,1.730.868.783
29,Masculino,68,Branco,9,3000,1.742.247.002
29,Masculino,64,Pardo,1,30,1.682.418.655
29,Masculino,58,Negro,1,800,1.619.388.589
29,Masculino,57,Negro,3,400,1.637.316.697
29,Masculino,58,Branco,2,150,1.767.422.302
29,Masculino,60,Negro,2,600,1.733.047.924
29,Masculino,52,Negro,1,800,1.813.758.565
29,Masculino,43,Negro,2,500,1.756.936.193
29,Masculino,36,Negro,2,600,1.770.955.777
29,Feminino,32,Negro,13,788,1.772.315.243
29,Masculino,47,Negro,10,240,163.921.256
29,Masculino,61,Negro,5,1200,1.722.113.299
29,Masculino,38,Negro,1,600,1.690.157.425
29,Masculino,51,Negro,4,200,1.776.899.804
29,Masculino,55,Negro,1,1500,1.716.868.795
29,Masculino,33,Negro,1,600,17.688.218
29,Masculino,32,Negro,6,980,1.689.384.634
29,Feminino,48,Negro,15,750,1.575.367.981
29,Masculino,28,Branco,16,3500,1.749.466.761
29,Feminino,37,Negro,16,3500,1.814.727.573
29,Feminino,60,Branco,12,3800,1.620.277.551
29,Feminino,40,Branco,16,1500,1.768.272.377
29,Feminino,52,Branco,12,1500,1.690.879.114
29,Masculino,45,Pardo,16,5000,1.649.961.972
29,Feminino,50,Pardo,16,1500,1.690.169.395
29,Feminino,41,Pardo,12,788,1.597.224.638
29,Masculino,48,Branco,16,6000,156.212.892
29,Masculino,35,Pardo,12,2800,1.632.178.889
29,Masculino,42,Negro,12,1200,1.807.181.969
29,Masculino,53,Negro,13,4200,1.872.413.278
29,Masculino,44,Negro,12,1000,1.762.550.541
29,Feminino,33,Negro,9,250,1.703.838.342
29,Feminino,31,Negro,16,1300,1.714.727.003
29,Masculino,41,Negro,5,1060,1.578.493.068
29,Masculino,50,Pardo,16,7000,1.794.834.898
29,Feminino,51,Negro,9,1000,1.668.105.508
29,Feminino,42,Pardo,12,1200,166.895.259
29,Feminino,43,Pardo,6,1200,1.852.095.466
29,Masculino,34,Pardo,15,3900,1.657.038.972
29,Feminino,46,Negro,12,1200,1.718.791.231
29,Masculino,44,Pardo,12,788,1.585.523.569
29,Masculino,34,Pardo,12,900,1.775.498.811
29,Masculino,51,Pardo,6,1200,174.272.262
29,Masculino,29,Pardo,16,1500,1.769.452.063
29,Masculino,42,Pardo,7,980,1.760.664.935
29,Masculino,52,Negro,6,788,1.608.273.527
29,Masculino,68,Branco,16,12000,174.009.301
29,Masculino,48,Branco,16,33000,1.675.450.355
29,Masculino,63,Branco,16,3900,1.762.311.649
29,Masculino,44,Negro,16,4000,1.628.410.063
29,Feminino,34,Negro,12,1000,1.584.694.579
29,Masculino,44,Branco,16,2500,1.605.412.291
29,Masculino,55,Negro,12,6000,1.777.506.765
29,Masculino,55,Negro,15,790,1.734.240.165
29,Feminino,60,Negro,16,7300,1.739.135.694
29,Feminino,26,Indigena,13,1300,1.621.238.575
29,Feminino,56,Branco,12,3000,1.772.891.876
29,Masculino,54,Negro,13,4500,1.675.593.179
29,Masculino,63,Negro,13,1600,1.564.035.138
29,Feminino,31,Branco,16,2000,1.699.219.769
29,Masculino,42,Branco,16,23000,1.754.097.611
29,Masculino,32,Branco,16,2000,1.623.265.453
29,Feminino,38,Branco,16,10000,1.627.328.647
29,Masculino,55,Negro,16,3000,1.627.923.041
29,Masculino,50,Branco,16,8000,1.786.901.365
29,Masculino,65,Branco,16,10000,1.732.776.142
29,Masculino,24,Branco,15,1000,165.488.646
29,Feminino,57,Branco,12,2000,163.203.746
29,Masculino,71,Branco,13,1000,1.752.715.263
29,Feminino,65,Branco,16,5000,1.693.745.951
29,Feminino,54,Branco,16,4000,175.885.832
29,Masculino,31,Branco,16,20000,1.611.935.443
29,Feminino,58,Negro,16,9200,1.687.107.949
29,Feminino,47,Negro,16,4500,1.648.529.242
29,Feminino,56,Negro,16,6000,1.850.282.806
29,Feminino,42,Negro,16,6000,1.615.987.323
29,Feminino,62,Pardo,12,1200,1.770.512.146
29,Masculino,63,Branco,12,4500,1.711.120.592
29,Masculino,30,Negro,12,2900,1.639.885.485
29,Masculino,30,Pardo,16,4102,1.525.560.334
29,Masculino,50,Negro,14,6000,1.826.510.047
29,Masculino,50,Negro,16,15000,1.590.169.577
29,Masculino,61,Negro,16,10000,1.783.421.903
29,Feminino,74,Branco,9,1200,1.606.695.084
29,Masculino,51,Negro,16,10289,1.696.473.611
29,Masculino,55,Negro,16,2600,1.838.005.478
29,Masculino,34,Negro,16,2900,1.696.766.473
29,Feminino,32,Branco,16,1500,1.617.469.925
29,Masculino,30,Branco,16,2000,1.722.769.297
29,Masculino,54,Branco,14,4000,1.676.472.108
29,Feminino,45,Pardo,16,8000,1.638.150.858
29,Masculino,47,Negro,1,2000,1.807.481.682
29,Masculino,38,Negro,16,7900,1.697.769.786
29,Masculino,26,Branco,16,4000,1.725.924.348
29,Masculino,48,Pardo,13,10000,1.605.904.936
29,Masculino,80,Branco,9,3500,16.081.345
29,Masculino,36,Branco,16,3900,1.591.966.506
29,Feminino,41,Negro,12,880,1.689.560.896
29,Feminino,35,Branco,16,5000,1.739.546.483
29,Feminino,37,Negro,12,1500,1.634.718.501
29,Feminino,52,Pardo,16,650,1.671.455.518
29,Feminino,27,Branco,15,2000,1.720.130.438
29,Masculino,49,Branco,12,2500,1.734.128.913
29,Masculino,31,Negro,13,2000,1.736.547.721
29,Masculino,46,Negro,7,800,1.735.845.326
29,Feminino,56,Pardo,12,1600,1.741.983.029
29,Feminino,53,Negro,6,800,1.802.704.041
29,Masculino,47,Negro,12,1500,1.818.255.895
29,Masculino,41,Branco,16,900,1.788.037.531
29,Masculino,74,Negro,16,4600,1.793.053.291
29,Masculino,27,Negro,16,3626,1.812.123.783
29,Feminino,51,Branco,11,400,1.791.148.186
29,Feminino,45,Pardo,12,2000,1.698.962.853
29,Masculino,47,Pardo,12,900,1.781.440.404
29,Masculino,45,Pardo,12,3000,1.584.933.268
29,Masculino,31,Negro,11,800,180.487.884
29,Feminino,41,Negro,11,788,1.756.414.202
29,Masculino,59,Negro,6,1153,1.673.029.283
29,Feminino,55,Negro,5,1500,1.749.244.123
29,Masculino,49,Negro,12,1100,1.644.294.178
29,Masculino,52,Branco,5,1200,1.672.707.064
29,Feminino,49,Pardo,16,5000,1.572.059.779
29,Feminino,37,Negro,16,2900,1.592.403.924
29,Masculino,39,Pardo,7,2000,1.701.393.754
29,Masculino,35,Negro,11,970,1.678.720.323
29,Feminino,54,Branco,16,1500,1.751.875.705
29,Feminino,29,Negro,9,788,1.667.647.068
29,Feminino,38,Pardo,9,1500,1.705.984.524
29,Masculino,37,Negro,12,2000,1.683.080.048
29,Feminino,46,Branco,12,600,1.917.630.929
29,Masculino,49,Pardo,12,1500,1.761.014.467
29,Masculino,42,Negro,9,800,1.680.303.142
29,Masculino,65,Negro,1,380,1.668.752.965
29,Masculino,20,Negro,12,600,1.824.378.772
29,Feminino,64,Pardo,8,420,1.786.864.359
29,Feminino,51,Negro,5,350,1.649.013.349
29,Masculino,56,Branco,16,7000,1.690.726.494
29,Masculino,38,Negro,16,16000,1.747.157.495
29,Masculino,63,Branco,12,4100,1.705.816.413
29,Masculino,49,Negro,16,5000,1.743.507.884
29,Masculino,75,Branco,12,7000,1.625.469.758
29,Feminino,37,Negro,16,7000,1.642.050.731
29,Feminino,27,Pardo,11,1200,1.687.272.451
29,Feminino,32,Pardo,16,788,1.781.117.346
29,Feminino,38,Pardo,12,700,1.652.943.872
29,Masculino,36,Pardo,12,1050,1.794.636.371
29,Feminino,24,Pardo,12,900,1.620.476.426
29,Feminino,72,Pardo,4,280,166.437.006
29,Feminino,42,Pardo,12,788,1.627.874.529
29,Masculino,50,Negro,5,788,1.844.796.155
29,Masculino,53,Pardo,5,992,1.847.218.424
29,Masculino,60,Branco,16,13000,187.071.027
29,Masculino,31,Negro,16,3000,1.757.950.166
29,Feminino,63,Negro,16,5000,164.570.982
29,Feminino,67,Branco,16,15000,1.656.632.908
29,Masculino,26,Branco,16,8000,175.744.572
29,Feminino,35,Negro,16,1500,1.811.166.518
29,Masculino,31,Pardo,16,8000,1.647.386.371
29,Masculino,67,Branco,16,4200,163.773.454
29,Masculino,44,Branco,16,5000,1.620.052.951
29,Feminino,56,Negro,13,1000,1.627.254.249
29,Feminino,40,Branco,12,2100,165.719.226
29,Feminino,35,Negro,16,8000,1.649.515.669
29,Masculino,44,Negro,13,7000,1.763.828.166
29,Masculino,37,Branco,16,10000,1.662.007.449
29,Masculino,52,Negro,16,22000,1.555.957.827
29,Masculino,37,Negro,16,7000,1.771.210.018
29,Feminino,46,Negro,16,5000,1.764.237.953
29,Feminino,37,Branco,16,3500,1.596.018.234
29,Feminino,64,Branco,16,5000,17.231.011
29,Masculino,55,Negro,14,5000,1.826.869.483
29,Feminino,37,Negro,16,300,1.831.615.395
29,Masculino,56,Negro,12,4000,1.607.504.852
29,Feminino,54,Branco,16,3954,1.629.559.222
29,Feminino,44,Negro,16,7000,1.727.573.026
29,Masculino,74,Pardo,10,1200,1.895.716.575
29,Masculino,32,Branco,16,1830,1.704.832.917
29,Feminino,44,Branco,16,2000,1.665.799.775
29,Feminino,67,Branco,12,2000,1.719.366.821
29,Masculino,40,Negro,16,3800,1.803.358.975
29,Feminino,52,Branco,12,800,1.720.597.408
29,Feminino,58,Branco,16,4000,1.580.717.027
29,Feminino,43,Branco,16,6500,1.629.885.793
29,Feminino,57,Branco,16,16000,1.652.399.658
29,Feminino,43,Branco,16,10000,1.676.968.312
29,Feminino,28,Branco,16,5000,1.586.926.102
29,Feminino,64,Negro,16,5000,1.707.824.876
29,Feminino,41,Negro,16,6000,1.731.629.999
29,Feminino,46,Negro,16,4000,1.760.321.649
29,Masculino,46,Branco,12,5000,1.802.064.441
29,Masculino,60,Branco,16,3500,1.671.550.206
29,Masculino,59,Negro,16,3890,1.615.942.993
29,Masculino,53,Branco,12,2900,1.763.060.837
29,Masculino,48,Negro,16,5180,1.641.843.157
29,Feminino,48,Branco,12,920,1.653.192.086
29,Masculino,47,Negro,12,2000,1.739.408.999
29,Feminino,39,Pardo,16,1500,1.817.515.727
29,Masculino,57,Negro,13,1300,1.657.502.912
29,Feminino,58,Negro,16,2000,167.078.634
29,Feminino,43,Branco,12,1700,1.676.177.627
29,Masculino,55,Negro,16,5000,1.730.420.603
29,Feminino,28,Pardo,12,2300,1.729.783.628
29,Masculino,32,Negro,13,2700,1.694.857.478
29,Masculino,32,Negro,14,3500,1.794.357.379
29,Feminino,44,Pardo,12,2000,1.641.332.608
29,Feminino,47,Negro,16,6000,1.744.837.591
29,Feminino,25,Branco,12,1000,1.779.047.677
29,Feminino,63,Pardo,16,3000,1.572.737.055
29,Feminino,44,Pardo,14,1700,1.599.510.764
29,Masculino,44,Negro,16,7000,1.699.975.581
29,Feminino,59,Negro,16,5000,1.720.899.016
29,Masculino,52,Branco,12,1000,1.626.746.019
29,Masculino,39,Negro,16,6000,1.756.357.723
29,Masculino,44,Pardo,16,4000,1.709.431.059
29,Masculino,41,Branco,16,6000,1.726.933.417
29,Masculino,42,Branco,12,850,1.644.009.457
29,Feminino,41,Negro,14,3000,1.672.871.931
29,Masculino,66,Negro,16,4250,1.633.892.119
29,Masculino,62,Negro,11,2400,1.563.424.296
29,Feminino,57,Pardo,7,788,1.626.016.178
29,Feminino,59,Branco,4,788,1.616.243.858
29,Feminino,25,Pardo,8,788,1.732.905.863
29,Feminino,56,Pardo,12,370,1.623.005.682
29,Feminino,36,Pardo,9,650,1.819.795.081
29,Feminino,37,Pardo,12,600,1.679.543.689
29,Masculino,63,Branco,16,2000,1.570.022.098
29,Masculino,30,Pardo,14,2000,1.703.531.598
29,Feminino,47,Pardo,9,850,1.712.435.911
29,Masculino,53,Pardo,12,2000,1.832.686.274
29,Masculino,62,Pardo,16,6300,1.558.766.962
29,Masculino,33,Branco,12,788,1.925.729.943
29,Masculino,38,Negro,5,1500,1.655.476.468
29,Masculino,44,Pardo,12,1500,1.682.710.135
29,Masculino,58,Negro,12,1500,1.590.182.755
29,Feminino,36,Pardo,9,500,1.734.068.029
29,Feminino,44,Pardo,12,1300,1.856.986.059
29,Masculino,28,Pardo,6,400,1.791.488.834
29,Masculino,54,Pardo,12,4200,1.706.460.522
29,Masculino,51,Negro,9,917,1.675.384.685
29,Feminino,35,Pardo,12,800,17.254.912
29,Masculino,35,Negro,12,1600,1.722.400.891
29,Feminino,46,Negro,12,788,1.732.930.042
29,Feminino,47,Pardo,12,220,1.667.064.444
29,Feminino,44,Negro,12,2200,1.638.169.614
29,Masculino,34,Negro,5,788,1.633.886.374
29,Masculino,50,Pardo,6,788,1.709.356.146
29,Masculino,41,Negro,12,1000,15.985.112
29,Masculino,55,Negro,2,788,1.646.204.787
29,Masculino,43,Pardo,9,788,156.152.715
29,Masculino,42,Negro,12,1500,1.673.058.548
29,Masculino,52,Negro,13,1000,1.678.828.109
29,Masculino,39,Pardo,4,788,173.028.496
29,Feminino,55,Pardo,7,600,1.595.230.037
29,Masculino,48,Pardo,10,916,1.791.881.647
29,Feminino,45,Pardo,13,1500,1.777.317.001
29,Feminino,55,Negro,12,1500,1.648.632.791
29,Masculino,40,Pardo,12,1000,1.730.643.455
29,Masculino,25,Branco,2,788,1.610.485.248
29,Masculino,43,Pardo,11,800,1.833.347.578
29,Feminino,48,Negro,16,2100,1.674.476.151
29,Masculino,64,Amarelo,12,1000,1.644.210.244
29,Masculino,33,Pardo,14,1200,1.681.790.088
29,Feminino,56,Branco,12,350,1.705.290.616
29,Masculino,60,Negro,12,3000,1.895.724.542
29,Masculino,29,Branco,16,2200,1.690.488.717
29,Masculino,51,Branco,14,4000,161.244.681
29,Masculino,52,Negro,16,10000,1.786.366.522
29,Feminino,52,Branco,16,2000,1.563.924.096
29,Masculino,51,Pardo,12,788,1.793.380.418
29,Masculino,55,Negro,12,1200,1.692.615.383
29,Masculino,35,Negro,12,1300,1.622.285.043
29,Masculino,41,Pardo,15,2280,1.781.867.846
29,Masculino,43,Pardo,16,4000,1.858.573.344
29,Masculino,41,Negro,12,3500,1.675.391.452
29,Masculino,50,Negro,12,1700,1.670.645.567
29,Masculino,56,Negro,12,500,1.629.454.082
29,Masculino,43,Branco,13,5000,1.599.091.991
29,Feminino,53,Negro,12,3000,1.648.127.528
29,Feminino,38,Negro,9,788,1.724.964.662
29,Masculino,41,Branco,12,1200,1.693.580.086
29,Feminino,36,Negro,12,320,1.641.724.664
29,Feminino,41,Negro,7,3000,173.857.809
29,Feminino,32,Pardo,7,819,1.638.667.669
29,Masculino,63,Pardo,6,600,1.921.387.322
29,Feminino,55,Pardo,2,300,1.766.439.187
29,Masculino,42,Pardo,8,900,1.646.908.663
29,Feminino,46,Pardo,8,800,1.828.334.626
29,Masculino,42,Negro,6,700,181.135.235
29,Feminino,39,Pardo,12,788,1.677.695.505
29,Masculino,56,Negro,14,900,1.760.889.427
29,Masculino,53,Negro,4,1400,159.583.145
29,Masculino,57,Pardo,16,900,1.600.426.566
29,Masculino,63,Pardo,5,200,1.745.355.828
29,Masculino,45,Negro,14,800,1.512.892.937
29,Masculino,54,Pardo,5,788,1.802.903.349
29,Feminino,27,Pardo,15,750,1.794.346.733
29,Masculino,53,Branco,12,788,1.818.739.778
29,Feminino,47,Negro,1,400,1.691.268.857
29,Masculino,49,Negro,9,1000,1.814.629.746
29,Feminino,32,Branco,5,800,1.791.924.319
29,Feminino,29,Pardo,12,1062,1.753.149.146
29,Feminino,31,Pardo,12,788,1.570.869.619
29,Feminino,53,Negro,16,1500,1.709.254.445
29,Feminino,49,Negro,12,2200,1.590.508.097
29,Masculino,50,Pardo,12,6500,171.830.107
29,Masculino,41,Pardo,12,5000,1.747.299.392
29,Feminino,53,Pardo,12,3200,1.636.339.363
29,Feminino,56,Branco,12,5000,1.701.554.865
29,Masculino,42,Negro,10,1800,1.676.489.571
29,Feminino,49,Negro,1,3000,1.797.250.153
29,Masculino,59,Pardo,7,800,1.628.036.994
29,Feminino,46,Negro,12,788,1.589.802.256
29,Masculino,46,Negro,8,5000,1.726.169.144
29,Feminino,41,Negro,11,788,1.653.881.965
29,Masculino,26,Pardo,12,900,1.553.573.142
29,Feminino,45,Pardo,12,788,1.625.687.852
29,Masculino,34,Branco,9,1200,1.721.946.758
29,Masculino,50,Pardo,3,788,1.773.289.241
29,Masculino,54,Negro,5,900,1.770.871.034
29,Masculino,53,Pardo,12,2000,1.656.560.113
29,Feminino,34,Pardo,10,360,1.667.382.652
29,Feminino,23,Pardo,12,376,1.665.285.949
